r,l,t,m,y,RateOfActivity
REGION1,SEA2PEK,DEMPWRNGS,1,2022,379.9101
REGION1,SEA1BAS,DEMPWRNGS,1,2023,269.1334
REGION1,SEA1INT,DEMPWRNGS,1,2023,468.5375
REGION1,SEA1PEK,DEMPWRNGS,1,2023,485.2497
REGION1,SEA2BAS,DEMPWRNGS,1,2023,447.6702
REGION1,SEA2INT,DEMPWRNGS,1,2023,454.1352
REGION1,SEA2PEK,DEMPWRNGS,1,2023,485.2497
REGION1,SEA1BAS,DEMPWRNGS,1,2024,491.6963
REGION1,SEA1INT,DEMPWRNGS,1,2024,618.7353
REGION1,SEA1PEK,DEMPWRNGS,1,2024,541.1744
REGION1,SEA2BAS,DEMPWRNGS,1,2024,411.0045
REGION1,SEA2INT,DEMPWRNGS,1,2024,600.6512
REGION1,SEA2PEK,DEMPWRNGS,1,2024,618.7353
REGION1,SEA1BAS,DEMPWRNGS,1,2025,568.7112
REGION1,SEA1INT,DEMPWRNGS,1,2025,683.5782
REGION1,SEA1PEK,DEMPWRNGS,1,2025,752.0376
REGION1,SEA2BAS,DEMPWRNGS,1,2025,752.0376
REGION1,SEA2INT,DEMPWRNGS,1,2025,651.2587
REGION1,SEA2PEK,DEMPWRNGS,1,2025,752.0376
REGION1,SEA1BAS,DEMPWRNGS,1,2026,567.3024
REGION1,SEA1INT,DEMPWRNGS,1,2026,887.6082
REGION1,SEA1PEK,DEMPWRNGS,1,2026,887.6082
REGION1,SEA2BAS,DEMPWRNGS,1,2026,767.497
REGION1,SEA2INT,DEMPWRNGS,1,2026,808.3502
REGION1,SEA2PEK,DEMPWRNGS,1,2026,887.6082
REGION1,SEA1BAS,DEMPWRNGS,1,2027,756.2661
REGION1,SEA1INT,DEMPWRNGS,1,2027,807.7701
REGION1,SEA1PEK,DEMPWRNGS,1,2027,1020.5941
REGION1,SEA2BAS,DEMPWRNGS,1,2027,927.7422
REGION1,SEA2INT,DEMPWRNGS,1,2027,1020.3573
REGION1,SEA2PEK,DEMPWRNGS,1,2027,1020.5941
REGION1,SEA1BAS,DEMPWRNGS,1,2028,551.4031
REGION1,SEA1INT,DEMPWRNGS,1,2028,1127.5306
REGION1,SEA1PEK,DEMPWRNGS,1,2028,1144.2428
REGION1,SEA2BAS,DEMPWRNGS,1,2028,1131.6622
REGION1,SEA2INT,DEMPWRNGS,1,2028,1046.1947
REGION1,SEA2PEK,DEMPWRNGS,1,2028,1144.2428
REGION1,SEA1BAS,DEMPWRNGS,1,2029,1041.7136
REGION1,SEA1INT,DEMPWRNGS,1,2029,1175.6104
REGION1,SEA1PEK,DEMPWRNGS,1,2029,1265.834
REGION1,SEA2BAS,DEMPWRNGS,1,2029,954.7336
REGION1,SEA2INT,DEMPWRNGS,1,2029,1204.3128
REGION1,SEA2PEK,DEMPWRNGS,1,2029,1265.834
REGION1,SEA1BAS,DEMPWRNGS,1,2030,1222.119
REGION1,SEA1INT,DEMPWRNGS,1,2030,1176.0323
REGION1,SEA1PEK,DEMPWRNGS,1,2030,1363.119
REGION1,SEA2BAS,DEMPWRNGS,1,2030,1038.935
REGION1,SEA2INT,DEMPWRNGS,1,2030,1319.529
REGION1,SEA2PEK,DEMPWRNGS,1,2030,1363.119
REGION1,SEA1INT,DEMPWRSOL,1,2019,3.0662
REGION1,SEA1PEK,DEMPWRSOL,1,2019,3.0662
REGION1,SEA2INT,DEMPWRSOL,1,2019,3.0662
REGION1,SEA2PEK,DEMPWRSOL,1,2019,3.0662
REGION1,SEA1INT,DEMPWRSOL,1,2020,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2020,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2020,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2020,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2021,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2021,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2021,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2021,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2022,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2022,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2022,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2022,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2023,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2023,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2023,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2023,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2024,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2024,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2024,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2024,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2025,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2025,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2025,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2025,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2026,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2026,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2026,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2026,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2027,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2027,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2027,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2027,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2028,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2028,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2028,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2028,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2029,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2029,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2029,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2029,7.1546
REGION1,SEA1INT,DEMPWRSOL,1,2030,7.1546
REGION1,SEA1PEK,DEMPWRSOL,1,2030,7.1546
REGION1,SEA2INT,DEMPWRSOL,1,2030,7.1546
REGION1,SEA2PEK,DEMPWRSOL,1,2030,7.1546
REGION1,SEA1BAS,DEMPWRSURNOC,1,2016,0.0918
REGION1,SEA1INT,DEMPWRSURNOC,1,2016,0.3463
REGION1,SEA1PEK,DEMPWRSURNOC,1,2016,0.2725
REGION1,SEA2BAS,DEMPWRSURNOC,1,2016,0.3463
REGION1,SEA2INT,DEMPWRSURNOC,1,2016,0.3463
REGION1,SEA2PEK,DEMPWRSURNOC,1,2016,0.3463
REGION1,SEA1BAS,DEMPWRSURNOC,1,2017,0.152
REGION1,SEA1INT,DEMPWRSURNOC,1,2017,0.3474
REGION1,SEA1PEK,DEMPWRSURNOC,1,2017,0.3716
REGION1,SEA2BAS,DEMPWRSURNOC,1,2017,0.3494
REGION1,SEA2INT,DEMPWRSURNOC,1,2017,0.3716
REGION1,SEA2PEK,DEMPWRSURNOC,1,2017,0.3716
REGION1,SEA1BAS,DEMPWRSURNOC,1,2018,0.4106
REGION1,SEA1INT,DEMPWRSURNOC,1,2018,0.4106
REGION1,SEA1PEK,DEMPWRSURNOC,1,2018,0.4106
REGION1,SEA2BAS,DEMPWRSURNOC,1,2018,0.2215
REGION1,SEA2INT,DEMPWRSURNOC,1,2018,0.3884
REGION1,SEA2PEK,DEMPWRSURNOC,1,2018,0.4106
REGION1,SEA1BAS,DEMPWRSURNOC,1,2019,0.191
REGION1,SEA1INT,DEMPWRSURNOC,1,2019,0.3864
REGION1,SEA1PEK,DEMPWRSURNOC,1,2019,0.4106
REGION1,SEA2BAS,DEMPWRSURNOC,1,2019,0.3663
REGION1,SEA2INT,DEMPWRSURNOC,1,2019,0.4106
REGION1,SEA2PEK,DEMPWRSURNOC,1,2019,0.4106
REGION1,SEA1BAS,DEMPWRSURNOC,1,2020,0.2676
REGION1,SEA1INT,DEMPWRSURNOC,1,2020,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2020,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2020,0.8111
REGION1,SEA2INT,DEMPWRSURNOC,1,2020,0.8794
REGION1,SEA2PEK,DEMPWRSURNOC,1,2020,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2021,0.8794
REGION1,SEA1INT,DEMPWRSURNOC,1,2021,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2021,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2021,0.4055
REGION1,SEA2INT,DEMPWRSURNOC,1,2021,0.8794
REGION1,SEA2PEK,DEMPWRSURNOC,1,2021,0.8014
REGION1,SEA1BAS,DEMPWRSURNOC,1,2022,0.7825
REGION1,SEA1INT,DEMPWRSURNOC,1,2022,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2022,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2022,0.4922
REGION1,SEA2INT,DEMPWRSURNOC,1,2022,0.8572
REGION1,SEA2PEK,DEMPWRSURNOC,1,2022,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2023,0.1707
REGION1,SEA1INT,DEMPWRSURNOC,1,2023,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2023,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2023,0.8794
REGION1,SEA2INT,DEMPWRSURNOC,1,2023,0.8794
REGION1,SEA2PEK,DEMPWRSURNOC,1,2023,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2024,0.3305
REGION1,SEA1INT,DEMPWRSURNOC,1,2024,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2024,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2024,0.8351
REGION1,SEA2INT,DEMPWRSURNOC,1,2024,0.8453
REGION1,SEA2PEK,DEMPWRSURNOC,1,2024,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2025,0.8794
REGION1,SEA1INT,DEMPWRSURNOC,1,2025,0.848
REGION1,SEA1PEK,DEMPWRSURNOC,1,2025,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2025,0.8794
REGION1,SEA2INT,DEMPWRSURNOC,1,2025,0.6516
REGION1,SEA2PEK,DEMPWRSURNOC,1,2025,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2026,0.3305
REGION1,SEA1INT,DEMPWRSURNOC,1,2026,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2026,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2026,0.8351
REGION1,SEA2INT,DEMPWRSURNOC,1,2026,0.8453
REGION1,SEA2PEK,DEMPWRSURNOC,1,2026,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2027,0.3305
REGION1,SEA1INT,DEMPWRSURNOC,1,2027,0.831
REGION1,SEA1PEK,DEMPWRSURNOC,1,2027,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2027,0.8351
REGION1,SEA2INT,DEMPWRSURNOC,1,2027,0.8794
REGION1,SEA2PEK,DEMPWRSURNOC,1,2027,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2028,0.8794
REGION1,SEA1INT,DEMPWRSURNOC,1,2028,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2028,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2028,0.7667
REGION1,SEA2INT,DEMPWRSURNOC,1,2028,0.6858
REGION1,SEA2PEK,DEMPWRSURNOC,1,2028,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2029,0.8165
REGION1,SEA1INT,DEMPWRSURNOC,1,2029,0.8794
REGION1,SEA1PEK,DEMPWRSURNOC,1,2029,0.8794
REGION1,SEA2BAS,DEMPWRSURNOC,1,2029,0.8794
REGION1,SEA2INT,DEMPWRSURNOC,1,2029,0.6516
REGION1,SEA2PEK,DEMPWRSURNOC,1,2029,0.8794
REGION1,SEA1BAS,DEMPWRSURNOC,1,2030,0.4876
REGION1,SEA1INT,DEMPWRSURNOC,1,2030,1.051
REGION1,SEA1PEK,DEMPWRSURNOC,1,2030,1.0994
REGION1,SEA2BAS,DEMPWRSURNOC,1,2030,1.0994
REGION1,SEA2INT,DEMPWRSURNOC,1,2030,1.0369
REGION1,SEA2PEK,DEMPWRSURNOC,1,2030,1.0994
REGION1,SEA1BAS,DEMPWRSURNOE,1,2016,3.1711
REGION1,SEA1INT,DEMPWRSURNOE,1,2016,6.5801
REGION1,SEA1PEK,DEMPWRSURNOE,1,2016,11.4073
REGION1,SEA2BAS,DEMPWRSURNOE,1,2016,3.9715
REGION1,SEA2INT,DEMPWRSURNOE,1,2016,9.5313
REGION1,SEA2PEK,DEMPWRSURNOE,1,2016,10.1402
REGION1,SEA1BAS,DEMPWRSURNOE,1,2017,2.6288
REGION1,SEA1INT,DEMPWRSURNOE,1,2017,9.5913
REGION1,SEA1PEK,DEMPWRSURNOE,1,2017,10.317
REGION1,SEA2BAS,DEMPWRSURNOE,1,2017,7.3546
REGION1,SEA2INT,DEMPWRSURNOE,1,2017,7.9712
REGION1,SEA2PEK,DEMPWRSURNOE,1,2017,11.0838
REGION1,SEA1BAS,DEMPWRSURNOE,1,2018,2.5609
REGION1,SEA1INT,DEMPWRSURNOE,1,2018,8.9422
REGION1,SEA1PEK,DEMPWRSURNOE,1,2018,9.3832
REGION1,SEA2BAS,DEMPWRSURNOE,1,2018,3.4512
REGION1,SEA2INT,DEMPWRSURNOE,1,2018,7.6084
REGION1,SEA2PEK,DEMPWRSURNOE,1,2018,12.4358
REGION1,SEA1BAS,DEMPWRSURNOE,1,2019,2.5609
REGION1,SEA1INT,DEMPWRSURNOE,1,2019,3.1911
REGION1,SEA1PEK,DEMPWRSURNOE,1,2019,5.8855
REGION1,SEA2BAS,DEMPWRSURNOE,1,2019,3.2799
REGION1,SEA2INT,DEMPWRSURNOE,1,2019,3.9415
REGION1,SEA2PEK,DEMPWRSURNOE,1,2019,6.7524
REGION1,SEA1BAS,DEMPWRSURNOE,1,2020,2.5609
REGION1,SEA1INT,DEMPWRSURNOE,1,2020,3.7825
REGION1,SEA1PEK,DEMPWRSURNOE,1,2020,11.8917
REGION1,SEA2BAS,DEMPWRSURNOE,1,2020,2.4895
REGION1,SEA2INT,DEMPWRSURNOE,1,2020,3.7172
REGION1,SEA2PEK,DEMPWRSURNOE,1,2020,12.8362
REGION1,SEA1BAS,DEMPWRSURNOE,1,2021,6.1161
REGION1,SEA1INT,DEMPWRSURNOE,1,2021,5.6434
REGION1,SEA1PEK,DEMPWRSURNOE,1,2021,9.2416
REGION1,SEA2BAS,DEMPWRSURNOE,1,2021,2.447
REGION1,SEA2INT,DEMPWRSURNOE,1,2021,8.0424
REGION1,SEA2PEK,DEMPWRSURNOE,1,2021,11.1934
REGION1,SEA1BAS,DEMPWRSURNOE,1,2022,8.1521
REGION1,SEA1INT,DEMPWRSURNOE,1,2022,9.9667
REGION1,SEA1PEK,DEMPWRSURNOE,1,2022,14.3158
REGION1,SEA2BAS,DEMPWRSURNOE,1,2022,2.6783
REGION1,SEA2INT,DEMPWRSURNOE,1,2022,9.2072
REGION1,SEA2PEK,DEMPWRSURNOE,1,2022,14.9712
REGION1,SEA1BAS,DEMPWRSURNOE,1,2023,13.2061
REGION1,SEA1INT,DEMPWRSURNOE,1,2023,11.9744
REGION1,SEA1PEK,DEMPWRSURNOE,1,2023,14.2217
REGION1,SEA2BAS,DEMPWRSURNOE,1,2023,3.8535
REGION1,SEA2INT,DEMPWRSURNOE,1,2023,10.9789
REGION1,SEA2PEK,DEMPWRSURNOE,1,2023,15.414
REGION1,SEA1BAS,DEMPWRSURNOE,1,2024,4.636
REGION1,SEA1INT,DEMPWRSURNOE,1,2024,11.5529
REGION1,SEA1PEK,DEMPWRSURNOE,1,2024,14.9927
REGION1,SEA2BAS,DEMPWRSURNOE,1,2024,4.9421
REGION1,SEA2INT,DEMPWRSURNOE,1,2024,13.0363
REGION1,SEA2PEK,DEMPWRSURNOE,1,2024,15.414
REGION1,SEA1BAS,DEMPWRSURNOE,1,2025,2.5793
REGION1,SEA1INT,DEMPWRSURNOE,1,2025,12.0785
REGION1,SEA1PEK,DEMPWRSURNOE,1,2025,14.0599
REGION1,SEA2BAS,DEMPWRSURNOE,1,2025,4.6561
REGION1,SEA2INT,DEMPWRSURNOE,1,2025,13.0162
REGION1,SEA2PEK,DEMPWRSURNOE,1,2025,15.414
REGION1,SEA1BAS,DEMPWRSURNOE,1,2026,10.6278
REGION1,SEA1INT,DEMPWRSURNOE,1,2026,7.7089
REGION1,SEA1PEK,DEMPWRSURNOE,1,2026,13.9791
REGION1,SEA2BAS,DEMPWRSURNOE,1,2026,3.9186
REGION1,SEA2INT,DEMPWRSURNOE,1,2026,13.0131
REGION1,SEA2PEK,DEMPWRSURNOE,1,2026,15.414
REGION1,SEA1BAS,DEMPWRSURNOE,1,2027,4.537
REGION1,SEA1INT,DEMPWRSURNOE,1,2027,11.2939
REGION1,SEA1PEK,DEMPWRSURNOE,1,2027,13.8984
REGION1,SEA2BAS,DEMPWRSURNOE,1,2027,3.0088
REGION1,SEA2INT,DEMPWRSURNOE,1,2027,12.47
REGION1,SEA2PEK,DEMPWRSURNOE,1,2027,15.414
REGION1,SEA1BAS,DEMPWRSURNOE,1,2028,14.6113
REGION1,SEA1INT,DEMPWRSURNOE,1,2028,6.8833
REGION1,SEA1PEK,DEMPWRSURNOE,1,2028,13.5215
REGION1,SEA2BAS,DEMPWRSURNOE,1,2028,4.6284
REGION1,SEA2INT,DEMPWRSURNOE,1,2028,9.9305
REGION1,SEA2PEK,DEMPWRSURNOE,1,2028,15.1178
REGION1,SEA1BAS,DEMPWRSURNOE,1,2029,11.4592
REGION1,SEA1INT,DEMPWRSURNOE,1,2029,7.9665
REGION1,SEA1PEK,DEMPWRSURNOE,1,2029,14.3445
REGION1,SEA2BAS,DEMPWRSURNOE,1,2029,4.7774
REGION1,SEA2INT,DEMPWRSURNOE,1,2029,9.5637
REGION1,SEA2PEK,DEMPWRSURNOE,1,2029,15.0536
REGION1,SEA1BAS,DEMPWRSURNOE,1,2030,5.059
REGION1,SEA1INT,DEMPWRSURNOE,1,2030,12.1627
REGION1,SEA1PEK,DEMPWRSURNOE,1,2030,13.8575
REGION1,SEA2BAS,DEMPWRSURNOE,1,2030,4.9501
REGION1,SEA2INT,DEMPWRSURNOE,1,2030,9.3685
REGION1,SEA2PEK,DEMPWRSURNOE,1,2030,15.2034
REGION1,SEA1BAS,DEMPWRSURSOE,1,2016,0.7357
REGION1,SEA1INT,DEMPWRSURSOE,1,2016,0.5012
REGION1,SEA1PEK,DEMPWRSURSOE,1,2016,0.364
REGION1,SEA2BAS,DEMPWRSURSOE,1,2016,0.7357
REGION1,SEA2INT,DEMPWRSURSOE,1,2016,0.7357
REGION1,SEA2PEK,DEMPWRSURSOE,1,2016,0.7357
REGION1,SEA1BAS,DEMPWRSURSOE,1,2017,1.1568
REGION1,SEA1INT,DEMPWRSURSOE,1,2017,0.9014
REGION1,SEA1PEK,DEMPWRSURSOE,1,2017,1.3487
REGION1,SEA2BAS,DEMPWRSURSOE,1,2017,1.3487
REGION1,SEA2INT,DEMPWRSURSOE,1,2017,1.3487
REGION1,SEA2PEK,DEMPWRSURSOE,1,2017,1.3487
REGION1,SEA1BAS,DEMPWRSURSOE,1,2018,1.59
REGION1,SEA1INT,DEMPWRSURSOE,1,2018,3.1198
REGION1,SEA1PEK,DEMPWRSURSOE,1,2018,3.1198
REGION1,SEA2BAS,DEMPWRSURSOE,1,2018,2.4254
REGION1,SEA2INT,DEMPWRSURSOE,1,2018,3.1198
REGION1,SEA2PEK,DEMPWRSURSOE,1,2018,3.1198
REGION1,SEA1BAS,DEMPWRSURSOE,1,2019,2.4543
REGION1,SEA1INT,DEMPWRSURSOE,1,2019,6.9889
REGION1,SEA1PEK,DEMPWRSURSOE,1,2019,6.9889
REGION1,SEA2BAS,DEMPWRSURSOE,1,2019,6.9889
REGION1,SEA2INT,DEMPWRSURSOE,1,2019,6.6018
REGION1,SEA2PEK,DEMPWRSURSOE,1,2019,6.9889
REGION1,SEA1BAS,DEMPWRSURSOE,1,2020,4.4855
REGION1,SEA1INT,DEMPWRSURSOE,1,2020,7.2143
REGION1,SEA1PEK,DEMPWRSURSOE,1,2020,2.9195
REGION1,SEA2BAS,DEMPWRSURSOE,1,2020,7.1612
REGION1,SEA2INT,DEMPWRSURSOE,1,2020,7.2143
REGION1,SEA2PEK,DEMPWRSURSOE,1,2020,3.8671
REGION1,SEA1BAS,DEMPWRSURSOE,1,2021,1.5822
REGION1,SEA1INT,DEMPWRSURSOE,1,2021,7.2143
REGION1,SEA1PEK,DEMPWRSURSOE,1,2021,7.2143
REGION1,SEA2BAS,DEMPWRSURSOE,1,2021,7.2143
REGION1,SEA2INT,DEMPWRSURSOE,1,2021,7.1877
REGION1,SEA2PEK,DEMPWRSURSOE,1,2021,6.9889
REGION1,SEA1BAS,DEMPWRSURSOE,1,2022,1.5822
REGION1,SEA1INT,DEMPWRSURSOE,1,2022,7.1235
REGION1,SEA1PEK,DEMPWRSURSOE,1,2022,7.2143
REGION1,SEA2BAS,DEMPWRSURSOE,1,2022,7.2143
REGION1,SEA2INT,DEMPWRSURSOE,1,2022,7.2143
REGION1,SEA2PEK,DEMPWRSURSOE,1,2022,7.2143
REGION1,SEA1BAS,DEMPWRSURSOE,1,2023,1.7134
REGION1,SEA1INT,DEMPWRSURSOE,1,2023,7.2547
REGION1,SEA1PEK,DEMPWRSURSOE,1,2023,7.3455
REGION1,SEA2BAS,DEMPWRSURSOE,1,2023,7.3455
REGION1,SEA2INT,DEMPWRSURSOE,1,2023,7.3082
REGION1,SEA2PEK,DEMPWRSURSOE,1,2023,7.3455
REGION1,SEA1BAS,DEMPWRSURSOE,1,2024,7.3805
REGION1,SEA1INT,DEMPWRSURSOE,1,2024,8.0706
REGION1,SEA1PEK,DEMPWRSURSOE,1,2024,8.0706
REGION1,SEA2BAS,DEMPWRSURSOE,1,2024,8.0706
REGION1,SEA2INT,DEMPWRSURSOE,1,2024,6.0201
REGION1,SEA2PEK,DEMPWRSURSOE,1,2024,8.0706
REGION1,SEA1BAS,DEMPWRSURSOE,1,2025,8.7947
REGION1,SEA1INT,DEMPWRSURSOE,1,2025,8.638
REGION1,SEA1PEK,DEMPWRSURSOE,1,2025,8.7947
REGION1,SEA2BAS,DEMPWRSURSOE,1,2025,6.4535
REGION1,SEA2INT,DEMPWRSURSOE,1,2025,7.5762
REGION1,SEA2PEK,DEMPWRSURSOE,1,2025,8.7947
REGION1,SEA1BAS,DEMPWRSURSOE,1,2026,3.8991
REGION1,SEA1INT,DEMPWRSURSOE,1,2026,9.5312
REGION1,SEA1PEK,DEMPWRSURSOE,1,2026,9.5312
REGION1,SEA2BAS,DEMPWRSURSOE,1,2026,8.8787
REGION1,SEA2INT,DEMPWRSURSOE,1,2026,9.1348
REGION1,SEA2PEK,DEMPWRSURSOE,1,2026,9.5312
REGION1,SEA1BAS,DEMPWRSURSOE,1,2027,7.7759
REGION1,SEA1INT,DEMPWRSURSOE,1,2027,9.296
REGION1,SEA1PEK,DEMPWRSURSOE,1,2027,10.2536
REGION1,SEA2BAS,DEMPWRSURSOE,1,2027,9.7492
REGION1,SEA2INT,DEMPWRSURSOE,1,2027,9.141
REGION1,SEA2PEK,DEMPWRSURSOE,1,2027,10.2536
REGION1,SEA1BAS,DEMPWRSURSOE,1,2028,7.9901
REGION1,SEA1INT,DEMPWRSURSOE,1,2028,11.1197
REGION1,SEA1PEK,DEMPWRSURSOE,1,2028,11.2104
REGION1,SEA2BAS,DEMPWRSURSOE,1,2028,7.2374
REGION1,SEA2INT,DEMPWRSURSOE,1,2028,11.2104
REGION1,SEA2PEK,DEMPWRSURSOE,1,2028,11.2104
REGION1,SEA1BAS,DEMPWRSURSOE,1,2029,6.1762
REGION1,SEA1INT,DEMPWRSURSOE,1,2029,11.4935
REGION1,SEA1PEK,DEMPWRSURSOE,1,2029,11.9836
REGION1,SEA2BAS,DEMPWRSURSOE,1,2029,10.2937
REGION1,SEA2INT,DEMPWRSURSOE,1,2029,11.8166
REGION1,SEA2PEK,DEMPWRSURSOE,1,2029,11.9836
REGION1,SEA1BAS,DEMPWRSURSOE,1,2030,6.3991
REGION1,SEA1INT,DEMPWRSURSOE,1,2030,11.7812
REGION1,SEA1PEK,DEMPWRSURSOE,1,2030,12.2921
REGION1,SEA2BAS,DEMPWRSURSOE,1,2030,10.5311
REGION1,SEA2INT,DEMPWRSURSOE,1,2030,12.1179
REGION1,SEA2PEK,DEMPWRSURSOE,1,2030,12.2921
REGION1,SEA1BAS,DEMPWRWND,1,2016,0.9221
REGION1,SEA1INT,DEMPWRWND,1,2016,0.9221
REGION1,SEA1PEK,DEMPWRWND,1,2016,0.9221
REGION1,SEA2BAS,DEMPWRWND,1,2016,0.9221
REGION1,SEA2INT,DEMPWRWND,1,2016,0.9221
REGION1,SEA2PEK,DEMPWRWND,1,2016,0.9221
REGION1,SEA1BAS,DEMPWRWND,1,2017,0.9221
REGION1,SEA1INT,DEMPWRWND,1,2017,0.9221
REGION1,SEA1PEK,DEMPWRWND,1,2017,0.9221
REGION1,SEA2BAS,DEMPWRWND,1,2017,0.9221
REGION1,SEA2INT,DEMPWRWND,1,2017,0.9221
REGION1,SEA2PEK,DEMPWRWND,1,2017,0.9221
REGION1,SEA1BAS,DEMPWRWND,1,2018,4.1281
REGION1,SEA1INT,DEMPWRWND,1,2018,4.1281
REGION1,SEA1PEK,DEMPWRWND,1,2018,4.1281
REGION1,SEA2BAS,DEMPWRWND,1,2018,4.1281
REGION1,SEA2INT,DEMPWRWND,1,2018,4.1281
REGION1,SEA2PEK,DEMPWRWND,1,2018,4.1281
REGION1,SEA1BAS,DEMPWRWND,1,2019,5.8571
REGION1,SEA1INT,DEMPWRWND,1,2019,5.8571
REGION1,SEA1PEK,DEMPWRWND,1,2019,5.8571
REGION1,SEA2BAS,DEMPWRWND,1,2019,5.8571
REGION1,SEA2INT,DEMPWRWND,1,2019,5.8571
REGION1,SEA2PEK,DEMPWRWND,1,2019,5.8571
REGION1,SEA1BAS,DEMPWRWND,1,2020,6.8792
REGION1,SEA1INT,DEMPWRWND,1,2020,6.8792
REGION1,SEA1PEK,DEMPWRWND,1,2020,6.8792
REGION1,SEA2BAS,DEMPWRWND,1,2020,6.8792
REGION1,SEA2INT,DEMPWRWND,1,2020,6.8792
REGION1,SEA2PEK,DEMPWRWND,1,2020,6.8792
REGION1,SEA1BAS,DEMPWRWND,1,2021,6.8792
REGION1,SEA1INT,DEMPWRWND,1,2021,6.8792
REGION1,SEA1PEK,DEMPWRWND,1,2021,6.8792
REGION1,SEA2BAS,DEMPWRWND,1,2021,6.8792
REGION1,SEA2INT,DEMPWRWND,1,2021,6.8792
REGION1,SEA2PEK,DEMPWRWND,1,2021,6.8792
REGION1,SEA1BAS,DEMPWRWND,1,2022,6.8792
REGION1,SEA1INT,DEMPWRWND,1,2022,6.8792
REGION1,SEA1PEK,DEMPWRWND,1,2022,6.8792
REGION1,SEA2BAS,DEMPWRWND,1,2022,6.8792
REGION1,SEA2INT,DEMPWRWND,1,2022,6.8792
REGION1,SEA2PEK,DEMPWRWND,1,2022,6.8792
REGION1,SEA1BAS,DEMPWRWND,1,2023,6.8792
REGION1,SEA1INT,DEMPWRWND,1,2023,6.8792
REGION1,SEA1PEK,DEMPWRWND,1,2023,6.8792
REGION1,SEA2BAS,DEMPWRWND,1,2023,6.8792
