cluster,count,land_area,Land cover example,Barren land,Built-up land,Cropland,Forests,Grassland & Woodland,Water bodies,BAR Irrigated High,BAR Irrigated Intermediate,BAR Rain-fed High,BAR Rain-fed Intermediate,BAR Rain-fed Low,OAT Irrigated High,OAT Irrigated Intermediate,OAT Rain-fed High,OAT Rain-fed Intermediate,OAT Rain-fed Low,PTW Irrigated High,PTW Irrigated Intermediate,PTW Rain-fed High,PTW Rain-fed Intermediate,PTW Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0,0,0,164.6619,0.0171,0.0029,0.0,2.6986,0.0,0.627,0.374,0.0,0.0,0.0,0.471,0.302,0.0,0.0,0.0,0.984,0.646,0.0,0.0,0.0,0.627,0.374,0.0,0.0,0.0
