cluster,count,land_area,Land cover example,Barren land,Built-up land,Cropland,Forests,Grassland & Woodland,Water bodies,BAR Irrigated High,BAR Irrigated Intermediate,BAR Rain-fed High,BAR Rain-fed Intermediate,BAR Rain-fed Low,OAT Irrigated High,OAT Irrigated Intermediate,OAT Rain-fed High,OAT Rain-fed Intermediate,OAT Rain-fed Low,PTW Irrigated High,PTW Irrigated Intermediate,PTW Rain-fed High,PTW Rain-fed Intermediate,PTW Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0,0,0,5.7503,0.0208,0.07909999999999999,0.054799999999999995,58.1596,5.501600000000001,0.343,0.20099999999999998,0.08,0.053000000000000005,0.027000000000000003,0.27799999999999997,0.178,0.064,0.047,0.028999999999999998,0.537,0.353,0.161,0.11399999999999999,0.066,0.343,0.2,0.08,0.052000000000000005,0.026000000000000002
