cluster,BAR Irrigated High,BAR Irrigated Intermediate,BAR Rain-fed High,BAR Rain-fed Intermediate,BAR Rain-fed Low,OAT Irrigated High,OAT Irrigated Intermediate,OAT Rain-fed High,OAT Rain-fed Intermediate,OAT Rain-fed Low,PTW Irrigated High,PTW Irrigated Intermediate,PTW Rain-fed High,PTW Rain-fed Intermediate,PTW Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0.29642,0.27596,0.00302,0.00937,0.01871,0.28335000000000005,0.26222,0.0027400000000000002,0.00919,0.01874,0.29675,0.27617,0.00611,0.016390000000000002,0.039380000000000005,0.29874,0.27856000000000003,0.00304,0.009439999999999999,0.01887
