cluster,BAR Irrigated High,BAR Irrigated Intermediate,BAR Rain-fed High,BAR Rain-fed Intermediate,BAR Rain-fed Low,OAT Irrigated High,OAT Irrigated Intermediate,OAT Rain-fed High,OAT Rain-fed Intermediate,OAT Rain-fed Low,PTW Irrigated High,PTW Irrigated Intermediate,PTW Rain-fed High,PTW Rain-fed Intermediate,PTW Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0.33318000000000003,0.31463,0.21484,0.21497,0.21172,0.32943,0.31262,0.21251,0.21378999999999998,0.21608000000000002,0.32438,0.30611,0.21708000000000002,0.21409,0.20811000000000002,0.33559,0.31795999999999996,0.21624000000000002,0.21735,0.21747999999999998
