cluster,BAR Irrigated High,BAR Irrigated Intermediate,BAR Rain-fed High,BAR Rain-fed Intermediate,BAR Rain-fed Low,OAT Irrigated High,OAT Irrigated Intermediate,OAT Rain-fed High,OAT Rain-fed Intermediate,OAT Rain-fed Low,PTW Irrigated High,PTW Irrigated Intermediate,PTW Rain-fed High,PTW Rain-fed Intermediate,PTW Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0.11029000000000001,0.09515000000000001,0.08798,0.07506,0.05206,0.10970999999999999,0.09515000000000001,0.0889,0.07621,0.053079999999999995,0.10102,0.08767,0.07934999999999999,0.06748,0.0465,0.11087999999999999,0.09567,0.08848,0.07551999999999999,0.05244
