row number,col number,cluster_unique
30,60,RRDC01
30,61,RRDC01
30,62,RRDC01
30,63,RRDC01
30,64,RRDC01
30,65,RRDC01
31,42,RRDC01
31,43,RRDC01
31,44,RRDC01
31,45,RRDC01
31,46,RRDC01
31,47,RRDC01
31,48,RRDC01
31,49,RRDC01
31,50,RRDC01
31,51,RRDC01
31,52,RRDC01
31,53,RRDC01
31,54,RRDC01
31,55,RRDC01
31,56,RRDC01
31,57,RRDC01
31,58,RRDC01
31,59,RRDC01
31,60,RRDC01
31,63,RRDC01
31,64,RRDC01
32,45,RRDC01
32,46,RRDC01
32,47,RRDC01
32,48,RRDC01
32,49,RRDC01
32,50,RRDC01
32,51,RRDC01
32,52,RRDC01
32,53,RRDC01
32,54,RRDC01
32,55,RRDC01
32,56,RRDC01
32,58,RRDC01
32,59,RRDC01
32,60,RRDC01
32,64,RRDC01
33,45,RRDC01
33,46,RRDC01
33,47,RRDC01
33,48,RRDC01
33,49,RRDC01
33,50,RRDC01
33,51,RRDC01
33,52,RRDC01
33,53,RRDC01
33,54,RRDC01
33,55,RRDC01
34,44,RRDC01
34,45,RRDC01
34,46,RRDC01
34,47,RRDC01
34,48,RRDC01
34,49,RRDC01
34,50,RRDC01
34,51,RRDC01
34,52,RRDC01
34,53,RRDC01
34,54,RRDC01
35,44,RRDC02
35,45,RRDC01
35,46,RRDC01
35,47,RRDC01
35,48,RRDC01
35,49,RRDC01
35,50,RRDC01
35,51,RRDC01
35,52,RRDC01
35,53,RRDC01
35,54,RRDC01
36,40,RRDC02
36,41,RRDC02
36,42,RRDC02
36,43,RRDC02
36,44,RRDC02
36,45,RRDC02
36,46,RRDC01
36,47,RRDC01
36,48,RRDC01
36,49,RRDC01
36,50,RRDC01
36,51,RRDC01
36,52,RRDC01
36,53,RRDC01
36,54,RRDC01
37,42,RRDC02
37,43,RRDC02
37,44,RRDC02
37,45,RRDC02
37,46,RRDC02
37,47,RRDC01
37,48,RRDC01
37,49,RRDC01
37,50,RRDC01
37,51,RRDC01
37,52,RRDC01
37,53,RRDC01
38,45,RRDC02
38,46,RRDC02
38,47,RRDC02
38,48,RRDC01
38,49,RRDC01
38,50,RRDC01
38,51,RRDC01
38,52,RRDC01
38,53,RRDC01
39,47,RRDC02
39,48,RRDC02
39,49,RRDC02
39,50,RRDC02
39,51,RRDC02
39,67,RRDC01
40,48,RRDC02
40,49,RRDC02
40,50,RRDC02
41,48,RRDC02
41,49,RRDC02
34,30,NOCC01
34,31,NOCC01
34,33,NOCC01
35,28,NOCC01
35,29,NOCC01
35,30,NOCC01
35,31,NOCC01
35,32,NOCC01
35,33,NOCC01
35,34,NOCC01
35,35,NOCC01
35,36,NOCC01
36,31,NOCC01
36,32,NOCC01
36,33,NOCC01
36,34,NOCC01
36,35,NOCC01
36,36,NOCC01
36,37,NOCC01
37,31,NOCC01
37,32,NOCC01
37,33,NOCC01
37,34,NOCC01
37,35,NOCC01
37,36,NOCC01
37,37,NOCC01
37,38,NOCC01
37,39,NOCC01
37,40,NOCC01
37,41,NOCC01
38,34,NOCC01
38,35,NOCC01
38,36,NOCC01
38,37,NOCC01
38,38,NOCC01
38,39,NOCC01
38,40,NOCC01
38,41,NOCC01
38,42,NOCC01
38,43,NOCC01
38,44,NOCC01
39,34,NOCC02
39,35,NOCC01
39,36,NOCC01
39,37,NOCC01
39,38,NOCC01
39,39,NOCC01
39,40,NOCC01
39,41,NOCC01
39,42,NOCC01
39,43,NOCC01
39,44,NOCC01
39,45,NOCC01
39,46,NOCC01
40,35,NOCC01
40,36,NOCC01
40,37,NOCC01
40,38,NOCC01
40,39,NOCC01
40,40,NOCC01
40,41,NOCC01
40,42,NOCC01
40,43,NOCC01
40,44,NOCC01
40,45,NOCC01
40,46,NOCC01
40,47,NOCC01
41,33,NOCC02
41,34,NOCC02
41,35,NOCC01
41,36,NOCC01
41,37,NOCC01
41,38,NOCC01
41,39,NOCC01
41,40,NOCC01
41,41,NOCC01
41,42,NOCC01
41,43,NOCC01
41,44,NOCC01
41,45,NOCC01
41,46,NOCC01
41,47,NOCC01
42,33,NOCC01
42,34,NOCC01
42,35,NOCC01
42,36,NOCC01
42,37,NOCC01
42,38,NOCC01
42,39,NOCC01
42,40,NOCC01
42,41,NOCC01
42,42,NOCC01
42,43,NOCC01
42,44,NOCC01
42,45,NOCC01
42,46,NOCC01
43,33,NOCC02
43,34,NOCC01
43,35,NOCC01
43,36,NOCC01
43,37,NOCC01
43,38,NOCC01
43,39,NOCC01
43,40,NOCC01
43,41,NOCC01
43,42,NOCC01
43,43,NOCC01
43,44,NOCC01
43,45,NOCC01
43,46,NOCC01
44,31,NOCC02
44,32,NOCC02
44,33,NOCC01
44,34,NOCC01
44,35,NOCC01
44,36,NOCC01
44,37,NOCC01
44,38,NOCC01
44,39,NOCC01
44,40,NOCC01
44,41,NOCC01
44,42,NOCC01
44,43,NOCC01
44,44,NOCC01
44,45,NOCC01
45,24,NOCC01
45,25,NOCC02
45,26,NOCC01
45,27,NOCC01
45,28,NOCC02
45,30,NOCC02
45,31,NOCC02
45,32,NOCC02
45,33,NOCC01
45,34,NOCC01
45,35,NOCC01
45,36,NOCC01
45,37,NOCC01
45,38,NOCC01
45,39,NOCC01
45,40,NOCC01
45,41,NOCC01
45,42,NOCC01
45,43,NOCC01
45,44,NOCC01
46,24,NOCC02
46,25,NOCC01
46,26,NOCC02
46,27,NOCC01
46,28,NOCC01
46,29,NOCC01
46,30,NOCC01
46,31,NOCC01
46,32,NOCC01
46,33,NOCC01
46,34,NOCC01
46,35,NOCC01
46,36,NOCC01
46,37,NOCC01
46,38,NOCC01
46,39,NOCC01
46,40,NOCC01
46,41,NOCC01
46,42,NOCC01
46,43,NOCC01
46,44,NOCC01
47,24,NOCC02
47,25,NOCC01
47,26,NOCC01
47,27,NOCC01
47,28,NOCC01
47,29,NOCC01
47,30,NOCC01
47,31,NOCC01
47,32,NOCC01
47,33,NOCC01
47,34,NOCC01
47,35,NOCC01
47,36,NOCC01
47,37,NOCC01
47,38,NOCC01
47,39,NOCC01
47,40,NOCC01
47,41,NOCC01
47,42,NOCC01
47,43,NOCC01
47,44,NOCC01
48,23,NOCC02
48,24,NOCC01
48,25,NOCC01
48,26,NOCC01
48,27,NOCC01
48,28,NOCC01
48,29,NOCC01
48,30,NOCC01
48,31,NOCC01
48,32,NOCC01
48,33,NOCC01
48,34,NOCC01
48,35,NOCC01
48,36,NOCC01
48,37,NOCC01
48,38,NOCC01
48,39,NOCC01
48,40,NOCC01
48,41,NOCC01
48,42,NOCC01
48,43,NOCC01
48,44,NOCC01
48,46,NOCC01
49,22,NOCC02
49,23,NOCC02
49,24,NOCC02
49,25,NOCC01
49,26,NOCC01
49,27,NOCC01
49,28,NOCC01
49,29,NOCC01
49,30,NOCC01
49,31,NOCC01
49,32,NOCC01
49,33,NOCC01
49,34,NOCC01
49,35,NOCC01
49,36,NOCC01
49,37,NOCC01
49,38,NOCC01
49,39,NOCC01
49,40,NOCC01
49,41,NOCC01
49,42,NOCC01
49,43,NOCC01
49,44,NOCC01
50,25,NOCC02
50,26,NOCC01
50,27,NOCC01
50,28,NOCC01
50,29,NOCC01
50,30,NOCC01
50,31,NOCC01
50,32,NOCC01
50,33,NOCC01
50,34,NOCC01
50,35,NOCC01
50,36,NOCC01
50,37,NOCC01
50,38,NOCC01
50,39,NOCC01
50,40,NOCC01
50,41,NOCC01
50,42,NOCC01
50,43,NOCC01
50,44,NOCC01
51,26,NOCC02
51,27,NOCC02
51,28,NOCC01
51,29,NOCC02
51,30,NOCC01
51,31,NOCC01
51,32,NOCC01
51,33,NOCC01
51,34,NOCC01
51,35,NOCC01
51,36,NOCC01
51,37,NOCC01
51,38,NOCC01
51,39,NOCC01
51,40,NOCC01
51,41,NOCC01
51,42,NOCC01
51,43,NOCC01
52,28,NOCC02
52,29,NOCC02
52,30,NOCC01
52,31,NOCC01
52,32,NOCC01
52,33,NOCC01
52,34,NOCC01
52,35,NOCC01
52,36,NOCC01
52,37,NOCC01
52,38,NOCC01
52,39,NOCC01
52,40,NOCC01
52,41,NOCC01
52,42,NOCC01
53,30,NOCC01
53,31,NOCC01
53,32,NOCC01
53,33,NOCC01
53,34,NOCC01
53,35,NOCC01
53,36,NOCC01
53,37,NOCC01
53,38,NOCC01
53,39,NOCC01
53,40,NOCC01
53,41,NOCC01
53,42,NOCC01
54,31,NOCC02
54,32,NOCC01
54,33,NOCC01
54,34,NOCC01
54,35,NOCC01
54,36,NOCC01
54,37,NOCC01
54,38,NOCC01
54,39,NOCC01
54,40,NOCC01
54,41,NOCC01
54,42,NOCC01
54,43,NOCC01
55,33,NOCC02
55,34,NOCC01
55,35,NOCC01
55,36,NOCC01
55,37,NOCC01
55,38,NOCC01
55,39,NOCC01
55,40,NOCC01
55,41,NOCC01
55,42,NOCC01
55,43,NOCC01
55,44,NOCC01
56,36,NOCC02
56,37,NOCC01
56,38,NOCC01
56,39,NOCC01
56,40,NOCC01
56,41,NOCC01
56,42,NOCC01
56,43,NOCC01
56,44,NOCC01
57,37,NOCC01
57,38,NOCC01
57,39,NOCC01
57,40,NOCC01
57,41,NOCC01
57,42,NOCC01
57,43,NOCC01
57,44,NOCC01
58,37,NOCC01
58,38,NOCC01
58,39,NOCC01
58,40,NOCC01
58,41,NOCC01
58,42,NOCC01
58,43,NOCC01
58,44,NOCC01
58,45,NOCC01
59,36,NOCC02
59,37,NOCC01
59,38,NOCC01
59,39,NOCC01
59,40,NOCC01
59,41,NOCC01
59,42,NOCC01
59,43,NOCC01
59,44,NOCC01
59,45,NOCC01
59,46,NOCC01
60,37,NOCC02
60,38,NOCC01
60,39,NOCC01
60,40,NOCC01
60,41,NOCC01
60,42,NOCC01
60,43,NOCC01
60,44,NOCC01
60,45,NOCC01
60,46,NOCC01
60,47,NOCC01
61,38,NOCC02
61,39,NOCC01
61,40,NOCC01
61,41,NOCC01
61,42,NOCC01
61,43,NOCC01
61,44,NOCC01
61,45,NOCC01
61,46,NOCC01
61,47,NOCC01
61,48,NOCC01
61,49,NOCC01
62,39,NOCC02
62,40,NOCC02
62,41,NOCC01
62,42,NOCC01
62,43,NOCC01
62,44,NOCC01
62,45,NOCC01
62,46,NOCC01
62,47,NOCC01
62,48,NOCC01
62,49,NOCC01
62,50,NOCC01
63,41,NOCC02
63,42,NOCC01
63,43,NOCC01
63,44,NOCC01
63,45,NOCC01
63,46,NOCC01
63,47,NOCC01
63,48,NOCC01
63,49,NOCC01
63,50,NOCC01
63,51,NOCC01
63,52,NOCC01
64,42,NOCC02
64,43,NOCC01
64,44,NOCC01
64,45,NOCC01
64,46,NOCC01
64,47,NOCC01
64,48,NOCC01
64,49,NOCC01
64,50,NOCC01
64,51,NOCC01
64,52,NOCC01
65,43,NOCC02
65,44,NOCC01
65,45,NOCC01
65,46,NOCC01
65,47,NOCC01
65,48,NOCC01
65,49,NOCC01
65,50,NOCC01
65,51,NOCC02
65,52,NOCC01
65,53,NOCC01
66,43,NOCC02
66,44,NOCC01
66,45,NOCC01
66,46,NOCC01
66,47,NOCC01
66,48,NOCC01
66,49,NOCC01
66,50,NOCC01
66,51,NOCC01
66,52,NOCC01
67,43,NOCC02
67,44,NOCC01
67,45,NOCC02
67,46,NOCC01
67,47,NOCC01
67,48,NOCC01
67,49,NOCC01
67,50,NOCC01
67,51,NOCC01
67,52,NOCC01
68,44,NOCC02
68,45,NOCC02
68,46,NOCC01
68,47,NOCC02
68,48,NOCC02
68,49,NOCC01
68,50,NOCC01
68,51,NOCC01
68,52,NOCC01
68,53,NOCC01
69,45,NOCC02
69,46,NOCC02
69,47,NOCC02
69,48,NOCC02
69,49,NOCC02
69,50,NOCC01
69,51,NOCC01
69,52,NOCC01
69,53,NOCC01
70,46,NOCC02
70,47,NOCC02
70,48,NOCC02
70,49,NOCC02
70,50,NOCC01
70,51,NOCC02
70,52,NOCC01
70,53,NOCC01
70,54,NOCC01
71,47,NOCC02
71,48,NOCC02
71,49,NOCC02
71,50,NOCC02
71,51,NOCC02
71,52,NOCC01
71,53,NOCC01
71,54,NOCC01
71,55,NOCC01
72,48,NOCC02
72,49,NOCC02
72,50,NOCC02
72,51,NOCC02
72,52,NOCC02
72,53,NOCC02
72,54,NOCC01
72,55,NOCC01
72,56,NOCC02
73,49,NOCC02
73,50,NOCC02
73,51,NOCC02
73,52,NOCC02
73,53,NOCC02
73,54,NOCC01
73,55,NOCC02
73,56,NOCC02
73,57,NOCC02
74,51,NOCC02
74,52,NOCC02
74,53,NOCC02
74,54,NOCC01
74,55,NOCC02
74,56,NOCC02
74,57,NOCC02
74,58,NOCC02
75,51,NOCC02
75,52,NOCC02
75,53,NOCC02
75,54,NOCC02
75,55,NOCC02
75,56,NOCC02
75,57,NOCC02
75,58,NOCC02
75,59,NOCC02
75,60,NOCC02
75,63,NOCC01
76,52,NOCC02
76,53,NOCC02
76,54,NOCC02
76,55,NOCC02
76,56,NOCC02
76,57,NOCC02
76,58,NOCC02
76,59,NOCC02
76,60,NOCC02
77,53,NOCC02
77,54,NOCC02
77,55,NOCC02
77,56,NOCC02
77,57,NOCC02
77,58,NOCC02
77,59,NOCC02
77,60,NOCC02
77,61,NOCC02
78,54,NOCC02
78,55,NOCC02
78,56,NOCC02
78,57,NOCC02
78,58,NOCC02
78,59,NOCC02
78,60,NOCC02
78,61,NOCC02
78,62,NOCC02
79,54,NOCC02
79,55,NOCC02
79,56,NOCC02
79,57,NOCC02
79,58,NOCC02
79,59,NOCC02
79,60,NOCC02
79,61,NOCC02
79,62,NOCC02
79,63,NOCC02
80,54,NOCC02
80,55,NOCC02
80,56,NOCC02
80,57,NOCC02
80,58,NOCC02
80,59,NOCC02
80,60,NOCC02
80,61,NOCC02
81,54,NOCC02
81,55,NOCC02
81,56,NOCC02
81,57,NOCC02
81,58,NOCC02
81,59,NOCC02
81,60,NOCC02
82,55,NOCC02
82,56,NOCC02
82,57,NOCC02
82,58,NOCC02
83,55,NOCC02
83,58,NOCC02
84,58,NOCC02
85,60,NOCC02
80,62,SOCC03
80,63,SOCC03
80,64,SOCC03
81,61,SOCC03
81,62,SOCC03
81,63,SOCC03
81,64,SOCC03
81,65,SOCC03
81,66,SOCC03
82,59,SOCC03
82,60,SOCC03
82,61,SOCC03
82,62,SOCC03
82,63,SOCC03
82,64,SOCC03
82,65,SOCC03
82,66,SOCC03
82,67,SOCC03
83,59,SOCC03
83,60,SOCC03
83,61,SOCC03
83,62,SOCC03
83,63,SOCC03
83,64,SOCC03
83,65,SOCC03
83,66,SOCC03
83,67,SOCC03
83,68,SOCC03
84,59,SOCC03
84,60,SOCC03
84,61,SOCC03
84,62,SOCC03
84,63,SOCC03
84,64,SOCC03
84,65,SOCC03
84,66,SOCC03
84,67,SOCC03
84,68,SOCC03
84,69,SOCC03
84,70,SOCC03
84,71,SOCC03
85,61,SOCC03
85,62,SOCC03
85,63,SOCC03
85,64,SOCC03
85,65,SOCC03
85,66,SOCC03
85,67,SOCC03
85,68,SOCC03
85,69,SOCC03
85,70,SOCC03
85,71,SOCC03
86,61,SOCC03
86,62,SOCC03
86,63,SOCC03
86,64,SOCC03
86,65,SOCC03
86,66,SOCC03
86,67,SOCC03
86,68,SOCC03
86,69,SOCC03
86,70,SOCC03
86,71,SOCC03
86,72,SOCC03
86,73,SOCC03
87,62,SOCC03
87,63,SOCC03
87,64,SOCC03
87,65,SOCC03
87,66,SOCC03
87,67,SOCC03
87,68,SOCC03
87,69,SOCC03
87,70,SOCC03
87,71,SOCC03
87,72,SOCC03
87,73,SOCC03
87,74,SOCC03
88,64,SOCC03
88,65,SOCC03
88,66,SOCC03
88,67,SOCC03
88,68,SOCC03
88,69,SOCC03
88,70,SOCC03
88,71,SOCC03
88,72,SOCC03
88,73,SOCC03
88,74,SOCC03
89,64,SOCC03
89,65,SOCC03
89,66,SOCC03
89,67,SOCC03
89,68,SOCC03
89,69,SOCC03
89,70,SOCC03
89,71,SOCC03
89,72,SOCC03
89,73,SOCC03
89,74,SOCC03
89,76,SOCC03
89,77,SOCC03
90,63,SOCC03
90,64,SOCC03
90,65,SOCC03
90,66,SOCC03
90,67,SOCC03
90,68,SOCC03
90,69,SOCC03
90,70,SOCC03
90,71,SOCC03
90,72,SOCC03
90,73,SOCC03
90,74,SOCC03
90,75,SOCC03
90,77,SOCC03
91,62,SOCC03
91,63,SOCC03
91,64,SOCC03
91,65,SOCC03
91,66,SOCC03
91,67,SOCC03
91,68,SOCC03
91,69,SOCC03
91,70,SOCC03
91,71,SOCC03
91,72,SOCC03
91,73,SOCC03
91,74,SOCC03
91,75,SOCC03
91,76,SOCC03
92,62,SOCC03
92,63,SOCC03
92,64,SOCC03
92,65,SOCC03
92,66,SOCC03
92,67,SOCC03
92,68,SOCC03
92,69,SOCC03
92,70,SOCC03
92,71,SOCC03
92,72,SOCC03
92,73,SOCC03
92,74,SOCC03
92,75,SOCC03
92,76,SOCC03
93,63,SOCC03
93,64,SOCC03
93,65,SOCC03
93,66,SOCC03
93,67,SOCC03
93,68,SOCC03
93,69,SOCC03
93,70,SOCC03
93,71,SOCC03
93,72,SOCC03
93,73,SOCC03
93,74,SOCC03
93,75,SOCC03
93,76,SOCC03
93,77,SOCC03
94,63,SOCC03
94,64,SOCC03
94,65,SOCC03
94,66,SOCC03
94,67,SOCC03
94,68,SOCC03
94,69,SOCC03
94,70,SOCC03
94,71,SOCC03
94,72,SOCC03
94,73,SOCC03
94,74,SOCC03
94,75,SOCC03
94,76,SOCC03
94,77,SOCC03
94,78,SOCC03
95,65,SOCC03
95,66,SOCC03
95,67,SOCC03
95,68,SOCC03
95,69,SOCC03
95,70,SOCC03
95,71,SOCC03
95,72,SOCC03
95,73,SOCC03
95,74,SOCC03
95,75,SOCC03
95,76,SOCC03
95,77,SOCC03
95,78,SOCC03
95,79,SOCC03
96,66,SOCC03
96,67,SOCC03
96,68,SOCC03
96,69,SOCC03
96,70,SOCC03
96,71,SOCC03
96,72,SOCC03
96,73,SOCC03
96,74,SOCC03
96,75,SOCC03
96,76,SOCC03
96,77,SOCC03
96,78,SOCC03
96,79,SOCC03
96,80,SOCC03
96,81,SOCC03
96,84,SOCC03
97,67,SOCC03
97,68,SOCC03
97,69,SOCC03
97,70,SOCC03
97,71,SOCC03
97,72,SOCC03
97,73,SOCC03
97,74,SOCC03
97,75,SOCC03
97,76,SOCC03
97,77,SOCC03
97,78,SOCC03
97,79,SOCC03
97,80,SOCC03
97,81,SOCC03
98,67,SOCC03
98,68,SOCC03
98,69,SOCC03
98,70,SOCC03
98,71,SOCC03
98,72,SOCC03
98,73,SOCC03
98,74,SOCC03
98,75,SOCC03
98,76,SOCC03
98,77,SOCC03
98,78,SOCC03
98,79,SOCC03
98,80,SOCC03
98,81,SOCC03
98,82,SOCC03
99,67,SOCC03
99,68,SOCC03
99,69,SOCC03
99,70,SOCC03
99,71,SOCC03
99,72,SOCC03
99,73,SOCC03
99,74,SOCC03
99,75,SOCC03
99,76,SOCC03
99,77,SOCC03
99,78,SOCC03
99,79,SOCC03
99,80,SOCC03
99,81,SOCC03
100,66,SOCC03
100,67,SOCC03
100,68,SOCC03
100,69,SOCC02
100,70,SOCC02
100,71,SOCC03
100,72,SOCC03
100,73,SOCC03
100,74,SOCC03
100,75,SOCC03
100,76,SOCC03
100,77,SOCC03
100,78,SOCC03
100,79,SOCC03
100,80,SOCC03
100,81,SOCC03
100,82,SOCC03
101,65,SOCC03
101,66,SOCC03
101,67,SOCC03
101,68,SOCC03
101,69,SOCC03
101,70,SOCC03
101,71,SOCC03
101,72,SOCC03
101,73,SOCC03
101,74,SOCC03
101,75,SOCC03
101,76,SOCC03
101,77,SOCC03
101,78,SOCC03
101,79,SOCC03
101,80,SOCC03
101,81,SOCC03
101,82,SOCC03
102,66,SOCC03
102,67,SOCC03
102,68,SOCC03
102,69,SOCC03
102,70,SOCC03
102,71,SOCC03
102,72,SOCC03
102,73,SOCC03
102,74,SOCC03
102,75,SOCC03
102,76,SOCC03
102,77,SOCC03
102,78,SOCC03
102,79,SOCC03
102,80,SOCC03
102,81,SOCC03
102,82,SOCC03
103,65,SOCC03
103,66,SOCC03
103,67,SOCC03
103,68,SOCC03
103,69,SOCC03
103,70,SOCC03
103,71,SOCC03
103,72,SOCC03
103,73,SOCC03
103,74,SOCC03
103,75,SOCC03
103,76,SOCC03
103,77,SOCC03
103,78,SOCC03
103,79,SOCC03
103,80,SOCC03
103,81,SOCC03
103,82,SOCC03
103,83,SOCC01
104,66,SOCC03
104,67,SOCC03
104,68,SOCC03
104,69,SOCC03
104,70,SOCC03
104,71,SOCC03
104,72,SOCC03
104,73,SOCC03
104,74,SOCC03
104,75,SOCC03
104,76,SOCC03
104,77,SOCC03
104,78,SOCC03
104,79,SOCC03
104,80,SOCC03
104,81,SOCC03
104,82,SOCC03
104,83,SOCC03
105,66,SOCC03
105,67,SOCC03
105,68,SOCC03
105,69,SOCC03
105,70,SOCC03
105,71,SOCC03
105,72,SOCC03
105,73,SOCC03
105,74,SOCC03
105,75,SOCC03
105,76,SOCC03
105,77,SOCC03
105,78,SOCC03
105,79,SOCC03
105,80,SOCC03
105,81,SOCC03
105,82,SOCC03
105,83,SOCC01
106,65,SOCC03
106,66,SOCC03
106,67,SOCC03
106,68,SOCC03
106,69,SOCC03
106,70,SOCC03
106,71,SOCC03
106,72,SOCC03
106,73,SOCC03
106,74,SOCC03
106,75,SOCC03
106,76,SOCC03
106,77,SOCC03
106,78,SOCC03
106,79,SOCC03
106,80,SOCC03
106,81,SOCC03
106,82,SOCC03
106,83,SOCC01
107,65,SOCC03
107,66,SOCC03
107,67,SOCC03
107,68,SOCC03
107,69,SOCC03
107,70,SOCC03
107,71,SOCC03
107,72,SOCC03
107,73,SOCC03
107,74,SOCC03
107,75,SOCC03
107,76,SOCC03
107,77,SOCC03
107,78,SOCC03
107,79,SOCC03
107,80,SOCC03
107,81,SOCC03
107,82,SOCC03
107,83,SOCC01
107,84,SOCC01
108,64,SOCC03
108,65,SOCC03
108,66,SOCC03
108,67,SOCC03
108,68,SOCC03
108,69,SOCC03
108,70,SOCC03
108,71,SOCC03
108,72,SOCC03
108,73,SOCC03
108,74,SOCC03
108,75,SOCC03
108,76,SOCC03
108,77,SOCC03
108,78,SOCC03
108,79,SOCC03
108,80,SOCC03
108,81,SOCC03
108,82,SOCC01
108,83,SOCC03
108,84,SOCC01
109,64,SOCC03
109,65,SOCC03
109,66,SOCC03
109,67,SOCC03
109,68,SOCC03
109,69,SOCC03
109,70,SOCC03
109,71,SOCC03
109,72,SOCC03
109,73,SOCC03
109,74,SOCC03
109,75,SOCC03
109,76,SOCC03
109,77,SOCC03
109,78,SOCC03
109,79,SOCC03
109,80,SOCC03
109,81,SOCC03
109,82,SOCC03
109,83,SOCC01
109,84,SOCC01
109,85,SOCC01
110,64,SOCC03
110,65,SOCC03
110,66,SOCC03
110,67,SOCC03
110,68,SOCC03
110,69,SOCC03
110,70,SOCC03
110,71,SOCC03
110,72,SOCC03
110,73,SOCC03
110,74,SOCC03
110,75,SOCC03
110,76,SOCC03
110,77,SOCC03
110,78,SOCC03
110,79,SOCC03
110,80,SOCC03
110,81,SOCC03
110,82,SOCC03
110,83,SOCC01
110,84,SOCC01
110,85,SOCC01
111,63,SOCC03
111,64,SOCC03
111,65,SOCC03
111,66,SOCC03
111,67,SOCC03
111,68,SOCC03
111,69,SOCC03
111,70,SOCC03
111,71,SOCC03
111,72,SOCC03
111,73,SOCC03
111,74,SOCC03
111,75,SOCC03
111,76,SOCC03
111,77,SOCC03
111,78,SOCC03
111,79,SOCC03
111,80,SOCC03
111,81,SOCC03
111,82,SOCC03
111,83,SOCC01
111,84,SOCC01
111,85,SOCC01
112,63,SOCC03
112,64,SOCC03
112,65,SOCC03
112,66,SOCC03
112,67,SOCC03
112,68,SOCC03
112,69,SOCC03
112,70,SOCC03
112,71,SOCC03
112,72,SOCC03
112,73,SOCC03
112,74,SOCC03
112,75,SOCC03
112,76,SOCC03
112,77,SOCC03
112,78,SOCC03
112,79,SOCC03
112,80,SOCC03
112,81,SOCC03
112,82,SOCC03
112,83,SOCC01
112,84,SOCC03
112,85,SOCC01
113,64,SOCC03
113,65,SOCC03
113,66,SOCC03
113,67,SOCC03
113,68,SOCC03
113,69,SOCC03
113,70,SOCC03
113,71,SOCC03
113,72,SOCC03
113,73,SOCC03
113,74,SOCC03
113,75,SOCC03
113,76,SOCC03
113,77,SOCC03
113,78,SOCC03
113,79,SOCC03
113,80,SOCC03
113,81,SOCC03
113,82,SOCC01
113,83,SOCC01
113,84,SOCC01
113,85,SOCC01
113,86,SOCC01
114,65,SOCC03
114,66,SOCC03
114,67,SOCC03
114,68,SOCC03
114,69,SOCC03
114,70,SOCC03
114,71,SOCC03
114,72,SOCC03
114,73,SOCC03
114,74,SOCC03
114,75,SOCC03
114,76,SOCC03
114,77,SOCC03
114,78,SOCC03
114,79,SOCC03
114,80,SOCC03
114,81,SOCC03
114,82,SOCC01
114,83,SOCC01
114,84,SOCC01
114,85,SOCC01
114,86,SOCC01
115,65,SOCC03
115,66,SOCC03
115,67,SOCC03
115,68,SOCC03
115,69,SOCC03
115,70,SOCC03
115,71,SOCC03
115,72,SOCC03
115,73,SOCC03
115,74,SOCC03
115,75,SOCC03
115,76,SOCC03
115,77,SOCC03
115,78,SOCC03
115,79,SOCC03
115,80,SOCC03
115,81,SOCC03
115,82,SOCC03
115,83,SOCC03
115,84,SOCC01
115,85,SOCC01
115,86,SOCC01
116,66,SOCC03
116,67,SOCC03
116,68,SOCC03
116,69,SOCC03
116,70,SOCC03
116,71,SOCC03
116,72,SOCC03
116,73,SOCC03
116,74,SOCC03
116,75,SOCC03
116,76,SOCC03
116,77,SOCC03
116,78,SOCC03
116,79,SOCC03
116,80,SOCC03
116,81,SOCC03
116,82,SOCC03
116,83,SOCC03
116,84,SOCC01
116,85,SOCC03
117,66,SOCC03
117,67,SOCC03
117,68,SOCC03
117,69,SOCC03
117,70,SOCC03
117,71,SOCC03
117,72,SOCC03
117,73,SOCC03
117,74,SOCC03
117,75,SOCC03
117,76,SOCC03
117,77,SOCC03
117,78,SOCC03
117,79,SOCC03
117,80,SOCC03
117,81,SOCC03
117,82,SOCC03
117,83,SOCC03
117,84,SOCC03
117,85,SOCC01
117,86,SOCC01
117,87,SOCC01
118,66,SOCC03
118,67,SOCC03
118,68,SOCC03
118,69,SOCC03
118,70,SOCC03
118,71,SOCC03
118,72,SOCC03
118,73,SOCC03
118,74,SOCC03
118,75,SOCC03
118,76,SOCC03
118,77,SOCC03
118,78,SOCC03
118,79,SOCC03
118,80,SOCC03
118,81,SOCC03
118,82,SOCC03
118,83,SOCC03
118,84,SOCC03
118,85,SOCC02
118,86,SOCC01
119,66,SOCC03
119,67,SOCC03
119,68,SOCC03
119,69,SOCC03
119,70,SOCC03
119,71,SOCC03
119,72,SOCC03
119,73,SOCC03
119,74,SOCC03
119,75,SOCC03
119,76,SOCC03
119,77,SOCC03
119,78,SOCC03
119,79,SOCC03
119,80,SOCC03
119,81,SOCC03
119,82,SOCC03
119,83,SOCC03
119,84,SOCC03
119,85,SOCC02
119,86,SOCC02
120,66,SOCC03
120,67,SOCC03
120,68,SOCC03
120,69,SOCC03
120,70,SOCC03
120,71,SOCC03
120,72,SOCC03
120,73,SOCC03
120,74,SOCC03
120,75,SOCC03
120,76,SOCC03
120,77,SOCC03
120,78,SOCC03
120,79,SOCC03
120,80,SOCC03
120,81,SOCC03
120,82,SOCC03
120,83,SOCC03
120,84,SOCC03
120,85,SOCC02
120,86,SOCC01
121,66,SOCC03
121,67,SOCC03
121,68,SOCC03
121,69,SOCC03
121,70,SOCC03
121,71,SOCC03
121,72,SOCC03
