cluster,Cassava Irrigation High,Cassava Irrigation Intermediate,Cassava Rain-fed High,Cassava Rain-fed Intermediate,Cassava Rain-fed Low,Coffee Irrigation High,Coffee Irrigation Intermediate,Coffee Rain-fed High,Coffee Rain-fed Intermediate,Coffee Rain-fed Low,Maize Irrigation High,Maize Irrigation Intermediate,Maize Rain-fed High,Maize Rain-fed Intermediate,Maize Rain-fed Low,Sugarcane Irrigation High,Sugarcane Irrigation Intermediate,Sugarcane Rain-fed High,Sugarcane Rain-fed Intermediate,Sugarcane Rain-fed Low,Other Irrigation High,Other Irrigation Intermediate,Other Rain-fed High,Other Rain-fed Intermediate,Other Rain-fed Low,Rice Irrigation High,Rice Irrigation Intermediate,Rice Rain-fed High,Rice Rain-fed Intermediate,Rice Rain-fed Low,Vegetables and fruits Irrigation High,Vegetables and fruits Irrigation Intermediate,Vegetables and fruits Rain-fed High,Vegetables and fruits Rain-fed Intermediate,Vegetables and fruits Rain-fed Low
40,0.791453125,0.7668125,0.79034375,0.7670234375,0.7224453125,0.9312421875,0.9022734375,0.9140625,0.89325,0.8485,0.4601640625,0.4467578125,0.46059375,0.447234375,0.42275,1.099953125,1.06578125,1.09421875,1.0644765625,1.00425,0.5616640625,0.5453203125,0.562140625,0.54565625,0.515421875,0.6760234375,0.6560703125,0.6425234375,0.626453125,0.5961875,0.47766183035714294,0.4617790178571427,0.4722723214285715,0.45809821428571423,0.43184263392857153
41,0.78453125,0.75971875,0.77646875,0.75734375,0.715125,0.92315625,0.89396875,0.886078125,0.869015625,0.833453125,0.448390625,0.4348125,0.448921875,0.4354375,0.410515625,1.089734375,1.0555,1.0685,1.045546875,0.993015625,0.5500625,0.533578125,0.550578125,0.53409375,0.503875,0.65678125,0.6366875,0.613703125,0.598171875,0.569640625,0.48870982142857133,0.47246205357142845,0.4795803571428573,0.46555580357142845,0.43957366071428583
42,0.7503684210526316,0.7251578947368421,0.7467368421052631,0.7239473684210526,0.6797368421052631,0.8831052631578947,0.853421052631579,0.8611052631578947,0.8405789473684211,0.7962631578947369,0.47042105263157896,0.4547894736842105,0.47168421052631576,0.453,0.4184736842105263,1.0393157894736842,1.0045263157894737,1.0290526315789472,0.9998947368421053,0.901578947368421,0.5344736842105263,0.5182631578947369,0.5349473684210526,0.5186315789473684,0.4887894736842105,0.6407368421052632,0.6204736842105264,0.5957894736842105,0.5798421052631579,0.5499473684210526,0.4736541353383459,0.45721052631578946,0.46706015037593995,0.4526691729323309,0.4260225563909775
43,0.0,0.0,0.0,0.0,0.0,0.9133333333333333,0.8676666666666666,0.771,0.75,0.7096666666666667,0.7536666666666666,0.6993333333333334,0.7023333333333334,0.6653333333333333,0.5386666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33990476190476193,0.32309523809523805,0.32495238095238094,0.31190476190476185,0.2887619047619048
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.669,0.693,0.669,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30885714285714283,0.29742857142857143,0.309,0.29757142857142854,0.2772857142857143
45,0.0,0.0,0.0,0.0,0.0,0.9345,0.891,0.75,0.7305,0.694,0.644,0.5805,0.568,0.543,0.4985,0.0,0.0,0.0,0.0,0.0,0.3705,0.3545,0.3655,0.3525,0.3255,0.619,0.59,0.0,0.0,0.0,0.5092857142857142,0.4856428571428571,0.4482857142857143,0.433,0.4069285714285714
46,0.0,0.0,0.0,0.0,0.0,0.9348571428571429,0.8904285714285715,0.7372857142857143,0.7181428571428571,0.683,0.6324285714285715,0.5925714285714285,0.5845714285714285,0.5645714285714285,0.5261428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5897142857142856,0.5615714285714286,0.0,0.0,0.0,0.5108367346938776,0.486469387755102,0.4445714285714286,0.42938775510204086,0.40328571428571436
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5583181818181818,0.5399090909090909,0.5588181818181819,0.5405454545454546,0.5072727272727272,0.9765,0.9397727272727272,0.9712727272727273,0.939,0.7158636363636364,0.5285454545454545,0.5113181818181818,0.5290454545454545,0.5115454545454545,0.48009090909090907,0.633,0.6116818181818181,0.5838181818181819,0.5662272727272728,0.5361363636363636,0.465935064935065,0.4404805194805195,0.462116883116883,0.43812987012987015,0.40805194805194805
48,0.0,0.0,0.0,0.0,0.0,0.9456666666666667,0.9008333333333334,0.748,0.7286666666666666,0.6941666666666666,0.6303333333333334,0.5985,0.567,0.5403333333333333,0.486,1.1228333333333333,1.0696666666666668,0.8946666666666666,0.8785,0.8431666666666666,0.4558333333333333,0.4355,0.4485,0.4301666666666667,0.3978333333333333,0.6301666666666667,0.6001666666666666,0.0,0.0,0.0,0.5165714285714286,0.4918571428571429,0.44669047619047614,0.43121428571428577,0.4055
49,0.0,0.0,0.0,0.0,0.0,0.847,0.816,0.8071666666666666,0.7895,0.7515,0.6501666666666667,0.6168333333333333,0.677,0.6266666666666666,0.495,0.9896666666666666,0.954,0.9661666666666666,0.941,0.7103333333333334,0.4801666666666667,0.4653333333333333,0.48133333333333334,0.4661666666666667,0.4381666666666667,0.6025,0.582,0.48633333333333334,0.4836666666666667,0.4573333333333333,0.4723095238095238,0.4551428571428572,0.46221428571428574,0.44776190476190475,0.4209285714285714
50,0.0,0.0,0.0,0.0,0.0,0.8268888888888889,0.7967777777777778,0.827,0.7971666666666666,0.7430555555555556,0.5583888888888889,0.5352777777777779,0.5586111111111111,0.5356666666666666,0.4403333333333333,0.9685555555555555,0.9333333333333333,0.9690555555555556,0.9336111111111111,0.6969444444444445,0.4950555555555555,0.47927777777777775,0.4951666666666667,0.47927777777777775,0.4508333333333333,0.6007222222222222,0.5805555555555555,0.563,0.5465,0.5166111111111111,0.44530158730158725,0.42924603174603176,0.4450079365079366,0.42937301587301585,0.4007222222222222
