cluster,count,land_area,Land cover example,Barren land,Built-up land,Cropland,Forests,Grassland & Woodland,Water bodies,COT Irrigated High,COT Irrigated Intermediate,COT Rain-fed High,COT Rain-fed Intermediate,COT Rain-fed Low,MAI Irrigated High,MAI Irrigated Intermediate,MAI Rain-fed High,MAI Rain-fed Intermediate,MAI Rain-fed Low,RCD Irrigated High,RCD Irrigated Intermediate,RCD Rain-fed High,RCD Rain-fed Intermediate,RCD Rain-fed Low,SGC Irrigated High,SGC Irrigated Intermediate,SGC Rain-fed High,SGC Rain-fed Intermediate,SGC Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0,0,0,400.55710999999997,5.86909,213.80832,7.11393,253.53539,2.11823,0.118,0.073,0.019,0.012,0.006,1.3279999999999998,0.881,0.145,0.098,0.054000000000000006,0.040999999999999995,0.027000000000000003,0.0,0.0,0.0,1.134,0.746,0.051000000000000004,0.034,0.007000000000000001,0.614,0.394,0.11499999999999999,0.076,0.037
