cluster,COT Irrigated High,COT Irrigated Intermediate,COT Rain-fed High,COT Rain-fed Intermediate,COT Rain-fed Low,MAI Irrigated High,MAI Irrigated Intermediate,MAI Rain-fed High,MAI Rain-fed Intermediate,MAI Rain-fed Low,RCD Irrigated High,RCD Irrigated Intermediate,RCD Rain-fed High,RCD Rain-fed Intermediate,RCD Rain-fed Low,SGC Irrigated High,SGC Irrigated Intermediate,SGC Rain-fed High,SGC Rain-fed Intermediate,SGC Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0.71693,0.68829,0.09793,0.10081999999999999,0.10922,0.67538,0.64879,0.03422,0.03626,0.03604,0.054270000000000006,0.05155,0.0,2e-05,0.0004,1.12629,1.08274,0.02352,0.022609999999999998,0.01319,0.26836,0.2555,0.03505,0.03387,0.0287
