cluster,COT Irrigated High,COT Irrigated Intermediate,COT Rain-fed High,COT Rain-fed Intermediate,COT Rain-fed Low,MAI Irrigated High,MAI Irrigated Intermediate,MAI Rain-fed High,MAI Rain-fed Intermediate,MAI Rain-fed Low,RCD Irrigated High,RCD Irrigated Intermediate,RCD Rain-fed High,RCD Rain-fed Intermediate,RCD Rain-fed Low,SGC Irrigated High,SGC Irrigated Intermediate,SGC Rain-fed High,SGC Rain-fed Intermediate,SGC Rain-fed Low,WHE Irrigated High,WHE Irrigated Intermediate,WHE Rain-fed High,WHE Rain-fed Intermediate,WHE Rain-fed Low
1,0.8588600000000001,0.82998,0.09617,0.09866,0.10568000000000001,0.80255,0.7757999999999999,0.08939,0.09211,0.09512000000000001,0.05629,0.053579999999999996,0.0,2e-05,0.00044,1.34035,1.29656,0.04646,0.046810000000000004,0.026199999999999998,0.36512,0.35193,0.06148,0.06191,0.062060000000000004
